year,make,model,trim,body,transmission,state,condition,odometer,mmr,sellingprice
2013,Chevrolet,Equinox,LS,SUV,automatic,ca,44.0,16373.0,16100.0,16500.0
2009,Buick,Enclave,CXL,SUV,,nj,37.0,67215.0,16250.0,16700.0
2013,Volkswagen,Jetta,Base,Sedan,automatic,ga,25.0,40304.0,9675.0,7100.0
2003,Toyota,Avalon,XLS,Sedan,automatic,fl,19.0,143550.0,3675.0,3200.0
2004,Ford,Mustang,Base,Coupe,automatic,ca,19.0,102502.0,2925.0,1150.0
2014,Dodge,Journey,SXT,suv,automatic,fl,44.0,28975.0,15900.0,16400.0
2012,Nissan,Altima,2.5,Sedan,automatic,fl,34.0,17812.0,12750.0,14400.0
2004,Chevrolet,Silverado 1500,Z71,extended cab,automatic,mi,25.0,103997.0,9800.0,9800.0
2015,Ford,Taurus,SHO,sedan,automatic,fl,27.0,4890.0,30900.0,24200.0
2013,Ford,Fusion,SE,Sedan,automatic,oh,47.0,12479.0,15850.0,16900.0
2006,Toyota,Corolla,CE,Sedan,manual,nc,25.0,124756.0,4350.0,4200.0
2012,Chevrolet,Equinox,LS,SUV,,pa,45.0,23270.0,15050.0,15000.0
2005,Ford,Mustang,Premium,Coupe,manual,ga,29.0,129562.0,4675.0,3800.0
1995,Honda,Civic,EX,Sedan,automatic,ca,2.0,145772.0,825.0,1500.0
2012,Scion,xD,Base,hatchback,automatic,wa,2.0,36509.0,10050.0,10600.0
2012,Nissan,Altima,2.5 S,sedan,automatic,nj,38.0,10100.0,13050.0,12000.0
2012,BMW,5 Series,535i,Sedan,automatic,ca,44.0,30030.0,30700.0,29500.0
2014,Toyota,Camry,SE,sedan,automatic,fl,41.0,25657.0,15800.0,15300.0
1998,Oldsmobile,Bravada,Base,suv,automatic,fl,2.0,226757.0,75.0,325.0
2005,Subaru,Outback,2.5 XT Limited,Wagon,manual,ga,31.0,170089.0,3700.0,4000.0
1997,Mercury,Mountaineer,Base,suv,automatic,fl,2.0,116744.0,925.0,400.0
2014,Ford,Focus,SE,Sedan,automatic,md,39.0,3476.0,12750.0,12300.0
2011,Ford,Escape,XLS,suv,automatic,ga,19.0,112644.0,6925.0,6100.0
2004,Ford,Explorer,NBX,SUV,,pa,32.0,115031.0,2575.0,4000.0
2005,Suzuki,XL-7,LX,SUV,,pa,27.0,65313.0,3350.0,2900.0
1991,Ford,Ranger,S,Regular Cab,manual,ca,2.0,81649.0,325.0,200.0
2007,Chevrolet,Suburban,1500 LS,SUV,automatic,mn,34.0,190852.0,9025.0,9500.0
2013,Lexus,RX 350,Base,SUV,automatic,fl,44.0,13074.0,33800.0,34000.0
1995,Toyota,Corolla,DX,sedan,automatic,ga,2.0,165271.0,875.0,400.0
2013,Ford,Explorer,Base,SUV,automatic,mo,36.0,82041.0,15300.0,15600.0
2012,Nissan,Maxima,3.5 SV,Sedan,automatic,mo,38.0,42991.0,16750.0,18500.0
2005,Ford,Focus,ZX5 SE,Hatchback,,on,31.0,118820.0,2300.0,2300.0
1994,Honda,Accord,LX,Sedan,automatic,oh,,231454.0,800.0,900.0
2007,Chevrolet,Impala,LS,sedan,automatic,ca,32.0,103936.0,4125.0,3100.0
2007,Dodge,Ram Pickup 2500,SLT,Quad Cab,automatic,pa,28.0,101766.0,13050.0,14100.0
2013,Scion,FR-S,Base,coupe,automatic,ga,42.0,24669.0,17800.0,19100.0
2010,Ford,Ranger,SPORT,SuperCab,automatic,tx,3.0,64830.0,13350.0,13900.0
2014,Ford,Focus,SE,Hatchback,automatic,pa,45.0,22777.0,12350.0,11900.0
2013,Nissan,Altima,2.5,Sedan,,fl,39.0,17683.0,13850.0,15000.0
2012,Volvo,XC90,3.2,SUV,automatic,tn,39.0,62906.0,19950.0,20700.0
2004,BMW,3 Series,330Ci,coupe,manual,fl,19.0,119506.0,5500.0,4900.0
2015,Hyundai,Veloster,Base,hatchback,automatic,fl,5.0,1701.0,15650.0,19000.0
2014,Nissan,Rogue Select,S,SUV,,fl,46.0,21771.0,14250.0,16000.0
2013,Hyundai,Accent,GLS,Sedan,automatic,co,2.0,46243.0,8775.0,6501.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,mo,41.0,10955.0,13800.0,13400.0
2013,Volkswagen,Jetta,S,sedan,automatic,fl,42.0,47507.0,9075.0,9800.0
2012,Honda,Accord,EX-L V-6,Coupe,automatic,ga,36.0,43358.0,15150.0,15600.0
2013,Ford,Edge,SEL,SUV,,pa,36.0,20773.0,24500.0,22600.0
1999,Toyota,Camry,LE,Sedan,automatic,ca,19.0,132680.0,1900.0,3000.0
2007,Chevrolet,Corvette,Base,Convertible,automatic,ca,23.0,46688.0,24100.0,19750.0
2008,Ford,Edge,Limited,SUV,automatic,il,38.0,110379.0,10150.0,9900.0
2007,,,,,,nj,34.0,104918.0,8125.0,5400.0
2001,Mercedes-Benz,C-Class,C240,Sedan,automatic,ca,35.0,131174.0,3175.0,2600.0
2005,Chevrolet,TrailBlazer EXT,LT,SUV,automatic,tx,25.0,154715.0,3225.0,2300.0
2007,BMW,3 Series,335i,Sedan,automatic,ca,29.0,73131.0,11350.0,11500.0
2006,Chevrolet,Malibu,LT,Sedan,automatic,ne,19.0,111284.0,3150.0,2900.0
2011,Toyota,RAV4,Base,SUV,automatic,nj,22.0,19971.0,15550.0,13200.0
2012,BMW,6 Series,650i xDrive,convertible,,pa,42.0,24570.0,49600.0,50500.0
2010,Lexus,GX 460,Premium,SUV,automatic,ca,46.0,13872.0,34300.0,40200.0
2014,Subaru,Forester,2.5i PZEV,SUV,automatic,mn,42.0,99032.0,14450.0,13300.0
2015,Hyundai,Genesis,3.8,sedan,automatic,ga,47.0,8670.0,37200.0,35100.0
2009,Ford,Ranger,XL,Regular Cab,,nc,2.0,323542.0,3625.0,1500.0
2013,Chevrolet,Impala,LT Fleet,Sedan,automatic,ca,42.0,60611.0,8650.0,8900.0
2014,Ford,E-Series Van,E-250,E-Series Van,automatic,co,49.0,4930.0,23500.0,22900.0
2010,Ford,F-150,XLT,supercab,automatic,tx,34.0,96912.0,12950.0,13000.0
2013,Ram,1500,Tradesman,Regular Cab,automatic,ca,42.0,22924.0,16750.0,19500.0
2012,BMW,6 Series,650i,Convertible,automatic,wi,41.0,9423.0,52600.0,52500.0
2003,Honda,Element,EX,SUV,automatic,ca,21.0,131141.0,4550.0,5500.0
2010,Dodge,Avenger,SXT,Sedan,automatic,mo,21.0,144715.0,4800.0,2100.0
2012,Lexus,RX 350,Base,SUV,automatic,fl,46.0,30941.0,27700.0,28000.0
2004,Kia,Rio,Cinco,Wagon,automatic,ca,41.0,70619.0,1700.0,4200.0
2013,Honda,Civic,LX PZEV,Sedan,automatic,fl,38.0,17494.0,13700.0,10855.0
2012,Nissan,Rogue,S,suv,automatic,nj,3.0,29180.0,13600.0,12800.0
2010,Buick,Enclave,CXL1,SUV,automatic,fl,33.0,87545.0,15900.0,15200.0
2012,Ford,F-150,XLT,SuperCrew,automatic,pa,31.0,111144.0,19500.0,15700.0
2012,Ford,Escape,XLT,SUV,automatic,mo,44.0,43905.0,16050.0,16800.0
2012,Ford,Focus,SEL,sedan,automatic,il,45.0,32586.0,10750.0,12700.0
2011,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,tx,29.0,83924.0,16700.0,16500.0
2012,Honda,Accord,LX,Sedan,automatic,pa,39.0,22353.0,12600.0,13200.0
2013,Infiniti,G Sedan,G37 Journey,g sedan,automatic,fl,5.0,27436.0,20400.0,23400.0
2011,BMW,3 Series,328i,Sedan,automatic,ca,44.0,32714.0,20000.0,19500.0
2005,Ford,Mustang,Deluxe,Convertible,automatic,hi,21.0,121690.0,5475.0,500.0
2001,Honda,CR-V,LX,SUV,,ma,29.0,208581.0,1225.0,1500.0
2012,Ford,F-250 Super Duty,King Ranch,Crew Cab,automatic,ca,49.0,40294.0,41100.0,46000.0
2009,Dodge,Caliber,SXT,Wagon,,on,,168221.0,3575.0,3400.0
2013,Ford,Fusion,Titanium,Sedan,automatic,md,48.0,20581.0,18600.0,19400.0
2013,Toyota,Highlander,Base,SUV,automatic,ne,32.0,47381.0,22800.0,22700.0
2014,Chevrolet,Cruze,2LT,Sedan,automatic,fl,4.0,16245.0,13400.0,14000.0
2012,Nissan,Sentra,2.0 SR,sedan,automatic,fl,23.0,31297.0,10200.0,8200.0
2013,Nissan,Xterra,S,SUV,automatic,ca,4.0,42955.0,18500.0,18400.0
2014,Ford,Explorer,XLT,SUV,automatic,tx,26.0,33907.0,26300.0,24500.0
2013,Nissan,Maxima,3.5 SV,Sedan,automatic,fl,37.0,59805.0,15400.0,16000.0
2012,MINI,Cooper,S,hatchback,automatic,nv,49.0,13838.0,16250.0,16250.0
2011,BMW,5 Series,535i xDrive,Sedan,automatic,oh,37.0,49395.0,26500.0,26750.0
2008,Chevrolet,Tahoe,LT,SUV,automatic,ga,44.0,97239.0,16500.0,18300.0
2004,Chevrolet,Tahoe,LS,SUV,automatic,wa,34.0,170993.0,4600.0,5000.0
2007,Chevrolet,Malibu Maxx,LT,Hatchback,automatic,nc,28.0,84599.0,4525.0,5700.0
2002,Ford,Explorer,XLT,SUV,automatic,pa,2.0,117994.0,2225.0,1100.0
2014,Dodge,Grand Caravan,SXT,minivan,automatic,mn,4.0,29123.0,16550.0,16000.0
2007,Chevrolet,Impala,LT,Sedan,automatic,fl,19.0,125431.0,3800.0,4000.0
2008,Scion,xD,Base,Hatchback,automatic,ca,28.0,110060.0,5600.0,5800.0
2006,Hyundai,Accent,GLS,Sedan,manual,ca,34.0,130901.0,2500.0,2100.0
2012,Chevrolet,Impala,LT Fleet,Sedan,automatic,mi,29.0,59887.0,9125.0,8200.0
2014,Ford,F-150,STX,SuperCab,automatic,fl,36.0,12457.0,24100.0,22600.0
2012,Hyundai,Elantra,GLS,Sedan,automatic,mn,36.0,29469.0,10650.0,10100.0
2002,Chevrolet,Blazer,LS,SUV,automatic,ma,25.0,175026.0,1125.0,500.0
2013,Nissan,Altima,2.5,Sedan,automatic,ca,32.0,62381.0,11700.0,11900.0
2011,Volkswagen,CC,Lux Limited,Sedan,automatic,fl,24.0,78958.0,11550.0,9000.0
2004,Nissan,Maxima,3.5 SL,Sedan,automatic,ca,2.0,146938.0,3050.0,3900.0
2014,Kia,Optima,LX,Sedan,,ga,43.0,16079.0,15050.0,15000.0
2010,Ford,Transit Connect,Cargo Van XLT,minivan,automatic,ut,23.0,108111.0,8650.0,9700.0
2011,Buick,LaCrosse,CXL,sedan,automatic,mi,39.0,74595.0,13000.0,13100.0
2013,Mazda,Mazda5,Sport,Minivan,automatic,ca,29.0,37299.0,12300.0,13000.0
2008,Toyota,Camry,LE,Sedan,automatic,ga,36.0,94444.0,7500.0,7300.0
2012,Toyota,Yaris,LE,Hatchback,automatic,ne,31.0,55514.0,8475.0,8500.0
2010,Kia,Forte,EX,Sedan,automatic,nc,31.0,80732.0,5750.0,6500.0
2008,Chevrolet,TrailBlazer,LT,SUV,automatic,pa,37.0,74786.0,10150.0,10100.0
2014,Ford,Escape,S,SUV,automatic,va,49.0,20321.0,15650.0,15000.0
2012,Infiniti,G Sedan,G37 Journey,g sedan,automatic,ca,36.0,34486.0,18550.0,19000.0
2014,Dodge,Charger,SE,Sedan,automatic,ne,39.0,14861.0,19500.0,21500.0
2011,Ford,Edge,SEL,SUV,automatic,mo,38.0,40280.0,17600.0,17900.0
2012,MINI,Cooper Countryman,S,Wagon,automatic,nv,44.0,22536.0,19950.0,19500.0
2012,Ford,Focus,S,Sedan,automatic,tx,42.0,31857.0,8250.0,8700.0
2005,Dodge,Durango,SLT,SUV,automatic,in,2.0,112658.0,3850.0,2200.0
2006,Chevrolet,Aveo,LS,Sedan,automatic,wi,19.0,129553.0,1550.0,900.0
2012,Volkswagen,Passat,SE,sedan,automatic,fl,19.0,28397.0,12100.0,11000.0
2014,Ford,Escape,Titanium,SUV,automatic,pa,43.0,32414.0,21300.0,21800.0
2007,BMW,X3,3.0si,SUV,automatic,fl,4.0,127389.0,7675.0,7550.0
2013,Mercedes-Benz,C-Class,C300 Sport 4MATIC,Sedan,,pa,44.0,22566.0,24700.0,26300.0
1999,,,,,automatic,ma,19.0,174399.0,2075.0,2100.0
2013,Nissan,Altima,2.5,sedan,,nj,25.0,53113.0,11050.0,10300.0
2014,Chevrolet,Impala,LT,Sedan,automatic,ca,2.0,6663.0,20500.0,13000.0
2007,Cadillac,SRX,V6,SUV,automatic,fl,29.0,90056.0,7675.0,7500.0
2008,Dodge,Avenger,SE,Sedan,automatic,md,44.0,119371.0,3800.0,3900.0
2012,Ford,Escape,XLT,suv,automatic,mn,42.0,77899.0,11350.0,13300.0
2014,Ford,Mustang,V6,convertible,automatic,fl,5.0,22867.0,20500.0,20500.0
2006,Kia,Amanti,Base,Sedan,automatic,mn,27.0,137153.0,2400.0,2300.0
2009,Chevrolet,Malibu,LT1,Sedan,automatic,tx,2.0,88092.0,7150.0,6700.0
2009,Toyota,Sienna,XLE 7-Passenger,Minivan,automatic,ga,46.0,97636.0,11850.0,12300.0
2014,Ford,Fusion,SE,Sedan,automatic,tn,45.0,23599.0,16750.0,16900.0
2012,Toyota,Corolla,LE,Sedan,automatic,nc,27.0,64026.0,9075.0,9200.0
2013,Ford,Focus,SE,sedan,automatic,fl,46.0,33216.0,10200.0,9700.0
2003,Hyundai,Elantra,GT,hatchback,manual,ma,19.0,115559.0,1250.0,700.0
2009,Chevrolet,Impala,LT,Sedan,automatic,tx,26.0,124511.0,4500.0,5900.0
2002,Dodge,Durango,SLT Plus,SUV,automatic,in,2.0,171325.0,1100.0,750.0
2014,Ford,F-150,XL,regular cab,,ga,44.0,9678.0,17650.0,18900.0
2012,Ford,F-150,XLT,SuperCab,automatic,la,36.0,39049.0,21600.0,21700.0
2013,Nissan,Altima,2.5,Sedan,automatic,il,39.0,41598.0,15100.0,14600.0
2012,Ram,1500,Sport,Crew Cab,,ab,22.0,155926.0,26000.0,17000.0
2012,Ford,Focus,SEL,Hatchback,automatic,la,32.0,66353.0,9100.0,9100.0
2006,Lexus,IS 350,Base,Sedan,automatic,nj,31.0,111536.0,10150.0,9300.0
2007,Hyundai,Tucson,SE,SUV,automatic,ny,33.0,33039.0,8900.0,5800.0
2005,Cadillac,STS,V6,Sedan,automatic,nc,39.0,129330.0,4375.0,3400.0
2015,Nissan,Altima,2.5 S,Sedan,automatic,tn,28.0,15539.0,16400.0,14800.0
2001,Chrysler,Town and Country,LXi,Minivan,automatic,oh,1.0,241264.0,350.0,500.0
2014,Chrysler,200,LX,Sedan,,nv,2.0,38778.0,10550.0,9300.0
2009,Ford,Flex,Limited,Wagon,automatic,ne,34.0,89539.0,12350.0,13500.0
2015,Chevrolet,Silverado 2500HD,LT,Crew Cab,automatic,tx,4.0,44174.0,40900.0,40900.0
2012,Jeep,Grand Cherokee,Laredo,SUV,automatic,wi,43.0,32677.0,23100.0,25400.0
2014,Kia,Soul,+,Wagon,automatic,pr,47.0,8641.0,14100.0,16500.0
2012,Chevrolet,Silverado 1500,LT,Extended Cab,automatic,fl,46.0,51604.0,18500.0,23200.0
2014,Ford,Taurus,SE,Sedan,automatic,il,36.0,10465.0,15650.0,15900.0
2013,Chevrolet,Malibu,LT,Sedan,automatic,ne,41.0,57671.0,11600.0,11800.0
2013,Dodge,Dart,SXT,Sedan,automatic,tx,42.0,39723.0,11650.0,11200.0
2012,Acura,MDX,Base,SUV,,pa,35.0,37094.0,25500.0,25500.0
2014,Kia,Soul,+,Wagon,automatic,pr,49.0,6585.0,14200.0,16500.0
2012,Honda,Accord,SE,Sedan,automatic,pa,33.0,28351.0,13700.0,12900.0
2011,Toyota,Camry,LE,Sedan,automatic,nj,37.0,32419.0,11650.0,12500.0
2007,Nissan,Frontier,Nismo,King Cab,automatic,nc,,96690.0,8875.0,8700.0
2013,BMW,3 Series,328i,sedan,automatic,tx,42.0,16284.0,24900.0,25000.0
2011,Ford,Edge,SEL,SUV,,co,47.0,63609.0,18000.0,18400.0
2011,Cadillac,Escalade ESV,Luxury,SUV,,pa,28.0,41195.0,37600.0,36000.0
2012,Chevrolet,Cruze,2LT,Sedan,,pa,26.0,55285.0,9475.0,8400.0
2005,Ford,Mustang,Deluxe,Convertible,automatic,tn,38.0,122245.0,5400.0,6200.0
1998,BMW,3 Series,323is,Coupe,automatic,va,1.0,155648.0,1650.0,400.0
2012,Ford,F-150,XLT,SuperCrew,,fl,37.0,58891.0,19700.0,22200.0
2013,Ford,Fusion,SE,Sedan,automatic,pa,47.0,72029.0,11800.0,11000.0
2001,Volkswagen,Passat,GLS 1.8T,sedan,automatic,tx,19.0,114767.0,1500.0,900.0
2013,Ford,Escape,SE,SUV,automatic,mo,45.0,43477.0,14250.0,13600.0
2014,Ford,Escape,SE,SUV,automatic,tn,43.0,20334.0,17700.0,18700.0
2011,Nissan,Altima,2.5,Sedan,automatic,tx,43.0,36141.0,11200.0,12000.0
2005,,,,,manual,wa,28.0,175139.0,3275.0,1800.0
2009,Chevrolet,Silverado 1500,LT,Crew Cab,automatic,pa,3.0,60576.0,21400.0,20500.0
2014,Kia,Soul,+,Wagon,automatic,ga,35.0,42499.0,12800.0,12900.0
2008,Honda,Civic,EX,Coupe,automatic,ga,29.0,85839.0,7325.0,8500.0
2008,Mercedes-Benz,GL-Class,GL320 CDI,suv,automatic,mo,29.0,102992.0,17150.0,15000.0
2013,Honda,Accord,EX-L,sedan,automatic,wa,5.0,7278.0,20000.0,22000.0
2012,Toyota,Camry,SE,Sedan,automatic,md,41.0,34090.0,14650.0,14300.0
2012,Ford,F-150,Platinum,SuperCrew,automatic,tx,4.0,73783.0,28200.0,29250.0
2013,Ford,F-150,XLT,SuperCrew,automatic,mo,26.0,16816.0,26400.0,26700.0
2012,Acura,TL,Base,Sedan,,pa,44.0,44916.0,18000.0,18500.0
2009,Chevrolet,Express Cargo,3500,Van,automatic,wi,34.0,104912.0,9125.0,9800.0
2011,Nissan,Murano,SV,SUV,,fl,36.0,23576.0,17250.0,17400.0
2011,Ford,Flex,Limited,wagon,automatic,tx,2.0,83359.0,16200.0,15800.0
2014,Nissan,Altima,2.5 S,Sedan,automatic,il,41.0,12314.0,16200.0,20000.0
2012,Mercedes-Benz,C-Class,C300 Luxury 4MATIC,Sedan,automatic,tn,45.0,24337.0,22100.0,23100.0
2012,Lincoln,MKZ,Hybrid,sedan,automatic,fl,25.0,13456.0,18800.0,14900.0
2013,Toyota,Corolla,LE,Sedan,automatic,oh,34.0,41380.0,11650.0,11300.0
2014,,,,,,on,39.0,45716.0,12950.0,13500.0
2012,Nissan,Rogue,S,suv,automatic,co,43.0,44429.0,12500.0,14000.0
2010,Nissan,Sentra,2,Sedan,automatic,tx,24.0,106203.0,5225.0,4600.0
2013,Jeep,Wrangler,Unlimited Rubicon,SUV,manual,ca,47.0,9153.0,34300.0,35250.0
2011,Kia,Sportage,Base,SUV,automatic,pa,42.0,67576.0,10850.0,10500.0
2013,Chrysler,200,Touring,Sedan,automatic,fl,31.0,52892.0,9825.0,9800.0
2002,Mazda,Tribute,ES-V6,SUV,,il,,158823.0,1950.0,2000.0
2012,Ford,Focus,SEL,Sedan,automatic,fl,29.0,34706.0,10650.0,10900.0
2011,Subaru,Outback,2.5i Premium,Wagon,,pa,25.0,68934.0,14650.0,13000.0
2012,Acura,TSX,Special Edition,Sedan,,pa,39.0,54470.0,16550.0,16300.0
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,nj,44.0,39692.0,18450.0,19200.0
2014,Ford,Escape,Titanium,suv,automatic,ny,4.0,21445.0,23500.0,23500.0
2007,Dodge,Caravan,SXT,Minivan,automatic,wi,19.0,247141.0,525.0,875.0
2014,Jeep,Compass,Latitude,SUV,,tx,4.0,9479.0,16000.0,16900.0
2006,Mercedes-Benz,C-Class,C280 Luxury 4MATIC,Sedan,automatic,fl,29.0,183482.0,4025.0,4400.0
2005,Ford,Focus,ZX4 SE,Sedan,automatic,az,19.0,136655.0,2025.0,1200.0
2012,Nissan,Sentra,2,Sedan,automatic,fl,38.0,32290.0,9825.0,10700.0
2011,GMC,Terrain,SLT-2,SUV,automatic,oh,41.0,53676.0,15250.0,17500.0
2008,Mercedes-Benz,GL-Class,GL450,SUV,automatic,tx,2.0,105293.0,15450.0,14700.0
2003,Honda,Civic,EX,Sedan,automatic,il,19.0,183952.0,2575.0,1900.0
2014,Chrysler,Town and Country,Touring-L,Minivan,,qc,47.0,21034.0,27000.0,26200.0
2013,Nissan,Altima,2.5,Sedan,automatic,pa,29.0,62023.0,10700.0,9900.0
2003,Saab,9-3,SE,Convertible,automatic,fl,28.0,77960.0,1750.0,2900.0
2011,Ford,F-150,FX4,SuperCrew,automatic,ca,44.0,18212.0,30700.0,32200.0
2011,Infiniti,G Sedan,G37x,G Sedan,automatic,mo,42.0,23351.0,20200.0,20300.0
2012,Ford,Fusion,SE,Sedan,automatic,nj,28.0,29049.0,11900.0,10900.0
2014,Nissan,Altima,2.5 S,Sedan,automatic,ca,44.0,12336.0,16550.0,15250.0
2013,Volvo,S60,T5,sedan,automatic,pa,46.0,16424.0,21200.0,20000.0
2011,Jeep,Wrangler,Unlimited Sport,suv,automatic,ny,28.0,74652.0,21000.0,21200.0
2002,Toyota,Highlander,Base,suv,,fl,24.0,181045.0,4600.0,3700.0
2005,Dodge,Durango,SLT,SUV,automatic,fl,22.0,230300.0,400.0,700.0
2012,Chevrolet,Cruze,1LT,sedan,manual,pa,43.0,55315.0,9300.0,9100.0
2006,Toyota,Corolla,S,Sedan,automatic,ca,33.0,151155.0,3925.0,4000.0
2009,Honda,Pilot,Touring,SUV,automatic,ca,28.0,89792.0,16550.0,19000.0
2013,Mercedes-Benz,C-Class,C250,Coupe,automatic,ca,42.0,20145.0,24400.0,25250.0
2012,Volkswagen,Passat,SE PZEV,sedan,automatic,ca,19.0,14865.0,13000.0,8750.0
2013,Infiniti,G Sedan,G37x,G Sedan,automatic,il,34.0,21820.0,22600.0,22600.0
2012,Acura,TSX,Base,Sedan,,ga,36.0,23002.0,17650.0,17500.0
2012,Nissan,Altima,2.5,sedan,automatic,nj,39.0,75716.0,9125.0,8500.0
2007,Ford,Edge,SEL Plus,SUV,automatic,tn,28.0,108036.0,9300.0,10100.0
2012,Toyota,RAV4,Base,suv,automatic,nj,34.0,30280.0,15150.0,14600.0
2012,Subaru,Outback,2.5i Premium,wagon,automatic,fl,45.0,49333.0,17100.0,17600.0
2009,Jeep,Liberty,Limited,SUV,automatic,nc,34.0,74327.0,10700.0,11800.0
2007,Jeep,Compass,Sport,SUV,automatic,fl,37.0,88491.0,5450.0,5200.0
2005,Honda,Odyssey,EX-L,Minivan,,fl,32.0,152770.0,4600.0,4100.0
2011,Nissan,Maxima,3.5 SV,Sedan,automatic,fl,46.0,40532.0,16150.0,15200.0
2006,Saab,9-3,2.0T SportCombi,Wagon,automatic,ca,31.0,91384.0,4375.0,5900.0
2011,Ford,Escape,Limited,SUV,automatic,tx,38.0,88044.0,9750.0,6100.0
2008,Chevrolet,HHR,LT,wagon,automatic,fl,21.0,107492.0,4500.0,4400.0
2012,Ford,Focus,SE,Hatchback,automatic,tx,46.0,23427.0,10750.0,10900.0
2013,Chevrolet,Express,LS 3500,Van,automatic,fl,19.0,37064.0,20100.0,20300.0
2014,Ford,Taurus,Limited,Sedan,automatic,mo,41.0,32270.0,18450.0,19600.0
2012,Nissan,Rogue,S,suv,automatic,nj,21.0,65208.0,11250.0,11400.0
2011,Nissan,Juke,SL,Hatchback,automatic,fl,45.0,47873.0,12800.0,13500.0
2005,Nissan,Murano,S,suv,automatic,fl,35.0,116084.0,5275.0,5000.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,pa,4.0,25943.0,18800.0,18200.0
2013,Ford,Escape,SEL,SUV,automatic,ca,35.0,66697.0,13700.0,13000.0
2008,Chevrolet,Impala,LT,Sedan,automatic,md,28.0,105103.0,5025.0,3900.0
2013,Ford,Explorer,XLT,SUV,automatic,ca,43.0,26073.0,26400.0,28800.0
2008,BMW,5 Series,528i,Sedan,automatic,fl,35.0,46627.0,14100.0,14600.0
2013,Lincoln,MKS,Base,Sedan,automatic,pa,45.0,27825.0,23700.0,24500.0
2012,Ford,E-Series Van,E-250,E-Series Van,automatic,ca,37.0,106920.0,13500.0,10500.0
2011,Lexus,IS 250,Base,Sedan,automatic,fl,48.0,33949.0,20200.0,20200.0
2000,Mercury,Sable,LS Premium,Sedan,automatic,nj,19.0,111888.0,1275.0,1000.0
2014,Dodge,Durango,Limited,SUV,automatic,md,43.0,15729.0,30500.0,30500.0
2014,Chevrolet,Cruze,2LT,Sedan,automatic,fl,4.0,11130.0,13500.0,14200.0
2015,Acura,ILX,Base,sedan,automatic,fl,47.0,4632.0,21500.0,21500.0
2006,Ford,Five Hundred,SEL,Sedan,automatic,tx,21.0,153953.0,2000.0,1400.0
2012,BMW,3 Series,328i,Sedan,automatic,ga,44.0,33492.0,22900.0,23000.0
2014,Ford,Focus,SE,Sedan,automatic,mo,5.0,3360.0,13050.0,12900.0
2013,Ford,Edge,SEL,suv,automatic,il,41.0,41492.0,19650.0,19200.0
2013,Kia,Sorento,LX,SUV,automatic,tx,47.0,51326.0,14600.0,15600.0
2013,Infiniti,G Sedan,G37 Journey,G Sedan,automatic,ca,43.0,17599.0,22700.0,23750.0
2014,Chrysler,Town and Country,Touring,Minivan,automatic,tx,4.0,43771.0,16950.0,17700.0
2012,Chevrolet,Cruze,1LT,Sedan,automatic,fl,46.0,30430.0,10450.0,11000.0
2012,Nissan,Altima,2.5 S,Sedan,,nj,35.0,35914.0,12000.0,11200.0
2009,MINI,Cooper Clubman,John Cooper Works,Hatchback,manual,fl,26.0,61647.0,12650.0,11000.0
2010,Nissan,Murano,SL,SUV,automatic,nj,32.0,90492.0,13250.0,11500.0
2005,Mazda,Mazda6,i,Sedan,automatic,az,28.0,96881.0,3150.0,3900.0
2013,Ford,Escape,SE,SUV,automatic,ca,44.0,67285.0,14150.0,14300.0
2006,Audi,A4,2.0T,Sedan,manual,pa,41.0,70401.0,6950.0,8400.0
2010,Hyundai,Elantra,GLS,Sedan,automatic,tx,34.0,99336.0,4975.0,6100.0
2003,Ford,Focus,SE Comfort,sedan,,or,27.0,96317.0,1975.0,1500.0
2012,Ford,Explorer,XLT,SUV,automatic,tn,4.0,93743.0,16900.0,17600.0
2015,Chevrolet,Sonic,LTZ,Sedan,automatic,nj,1.0,9631.0,12300.0,9100.0
2012,smart,fortwo,passion coupe,Hatchback,,ga,46.0,18503.0,5950.0,6500.0
2013,Hyundai,Accent,GLS,Sedan,automatic,mn,41.0,28896.0,10000.0,10300.0
2006,BMW,3 Series,330Ci,Convertible,automatic,md,32.0,68978.0,10750.0,11200.0
2006,BMW,3 Series,325i,Sedan,automatic,tx,32.0,114270.0,6800.0,7800.0
2010,Mercedes-Benz,M-Class,ML350 BlueTEC,suv,automatic,fl,34.0,72939.0,21500.0,18600.0
2012,Dodge,Charger,SE,Sedan,automatic,co,36.0,41531.0,14350.0,14200.0
2010,Ford,Escape,XLT,suv,automatic,nc,19.0,101704.0,8725.0,6500.0
2008,Mitsubishi,Lancer Evolution,GSR,Sedan,manual,pa,35.0,78700.0,18650.0,18800.0
2012,,,,,,ab,49.0,92792.0,10350.0,12500.0
2003,Toyota,Camry,XLE,Sedan,automatic,md,33.0,172691.0,3400.0,5000.0
2012,Nissan,Altima,2.5 S,Sedan,automatic,fl,48.0,29503.0,12250.0,12400.0
2012,Audi,Q7,3.0T Premium quattro,SUV,automatic,pr,45.0,16836.0,35900.0,44000.0
2013,Ford,Explorer,XLT,SUV,,pa,32.0,20023.0,28700.0,26400.0
2012,Buick,Enclave,Leather Group,suv,automatic,il,3.0,32178.0,25600.0,26400.0
